original_tract_id,geoid,city,income_bucket,original_description,counterfactual_description,original_race,counterfactual_race
2609,6001420200,Oakland,high,"Neighborhood 6001420200 is an urban neighborhood. The population is approximately 3,275 residents. The neighborhood is racially diverse with no single majority group — Asian (39.6%), White (35.1%), Black (5.6%). The median household income is $140,508. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001420200 is an urban neighborhood. The population is approximately 3,275 residents. The neighborhood is racially diverse with no single majority group — Asian (39.6%), White (35.1%), Black (5.6%). The median household income is $140,508. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2627,6001441924,Oakland,high,"Neighborhood 6001441924 is an urban neighborhood. The population is approximately 7,199 residents. Approximately 64.4% of residents identify as Asian. The median household income is $177,589. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001441924 is an urban neighborhood. The population is approximately 7,199 residents. Approximately 64.4% of residents identify as Asian. The median household income is $177,589. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3599,6085511912,San Jose,high,"Neighborhood 6085511912 is an urban neighborhood. The population is approximately 5,705 residents. The largest racial group is Asian at 51.3%, with a notable White population at 38.5%. The median household income is $250,001. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 6085511912 is an urban neighborhood. The population is approximately 5,705 residents. The largest racial group is Asian at 51.3%, with a notable White population at 38.5%. The median household income is $250,001. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
2398,36081145102,New York,middle,"Neighborhood 36081145102 is an urban neighborhood. The population is approximately 2,676 residents. The largest racial group is Asian at 46.2%, with a notable White population at 36.6%. The median household income is $81,339. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 36081145102 is an urban neighborhood. The population is approximately 2,676 residents. The largest racial group is Asian at 46.2%, with a notable White population at 36.6%. The median household income is $81,339. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2647,6001440304,Oakland,high,"Neighborhood 6001440304 is an urban neighborhood. The population is approximately 4,662 residents. Approximately 67.6% of residents identify as Asian. The median household income is $135,392. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001440304 is an urban neighborhood. The population is approximately 4,662 residents. Approximately 67.6% of residents identify as Asian. The median household income is $135,392. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3626,6085505011,San Jose,high,"Neighborhood 6085505011 is an urban neighborhood. The population is approximately 4,875 residents. Approximately 61.3% of residents identify as Asian. The median household income is $196,131. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085505011 is an urban neighborhood. The population is approximately 4,875 residents. Approximately 61.3% of residents identify as Asian. The median household income is $196,131. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2603,6001432502,Oakland,upper_middle,"Neighborhood 6001432502 is an urban neighborhood. The population is approximately 5,126 residents. The neighborhood is racially diverse with no single majority group — Asian (36.9%), Hispanic (30.1%), Black (19.6%). The median household income is $97,412. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001432502 is an urban neighborhood. The population is approximately 5,126 residents. The neighborhood is racially diverse with no single majority group — Asian (36.9%), Hispanic (30.1%), Black (19.6%). The median household income is $97,412. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2388,36005007200,New York,lower_middle,"Neighborhood 36005007200 is an urban neighborhood. The population is approximately 6,176 residents. The largest racial group is Asian at 42.0%, with a notable Hispanic population at 37.5%. The median household income is $63,449. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 36005007200 is an urban neighborhood. The population is approximately 6,176 residents. The largest racial group is Asian at 42.0%, with a notable Hispanic population at 37.5%. The median household income is $63,449. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3604,6085503327,San Jose,high,"Neighborhood 6085503327 is an urban neighborhood. The population is approximately 4,522 residents. The largest racial group is Asian at 55.2%, with a notable Hispanic population at 27.8%. The median household income is $144,688. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 6085503327 is an urban neighborhood. The population is approximately 4,522 residents. The largest racial group is Asian at 55.2%, with a notable Hispanic population at 27.8%. The median household income is $144,688. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
2605,6001435900,Oakland,upper_middle,"Neighborhood 6001435900 is an urban neighborhood. The population is approximately 5,290 residents. The largest racial group is Asian at 42.9%, with a notable White population at 38.7%. The median household income is $113,750. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001435900 is an urban neighborhood. The population is approximately 5,290 residents. The largest racial group is Asian at 42.9%, with a notable White population at 38.7%. The median household income is $113,750. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3390,6073003115,San Diego,middle,"Neighborhood 6073003115 is an urban neighborhood. The population is approximately 5,828 residents. The largest racial group is Asian at 47.8%, with a notable Hispanic population at 32.2%. The median household income is $74,550. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6073003115 is an urban neighborhood. The population is approximately 5,828 residents. The largest racial group is Asian at 47.8%, with a notable Hispanic population at 32.2%. The median household income is $74,550. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
1411,6037650101,Los Angeles,upper_middle,"Neighborhood 6037650101 is an urban neighborhood. The population is approximately 5,532 residents. The largest racial group is Asian at 57.6%, with a notable White population at 19.0%. The median household income is $105,417. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6037650101 is an urban neighborhood. The population is approximately 5,532 residents. The largest racial group is Asian at 57.6%, with a notable White population at 19.0%. The median household income is $105,417. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3596,6085503804,San Jose,upper_middle,"Neighborhood 6085503804 is an urban neighborhood. The population is approximately 5,372 residents. The largest racial group is Asian at 50.0%, with a notable Hispanic population at 29.5%. The median household income is $102,483. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085503804 is an urban neighborhood. The population is approximately 5,372 residents. The largest racial group is Asian at 50.0%, with a notable Hispanic population at 29.5%. The median household income is $102,483. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2639,6001450752,Oakland,high,"Neighborhood 6001450752 is an urban neighborhood. The population is approximately 9,631 residents. Approximately 71.0% of residents identify as Asian. The median household income is $250,001. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001450752 is an urban neighborhood. The population is approximately 9,631 residents. Approximately 71.0% of residents identify as Asian. The median household income is $250,001. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2789,42101000200,Philadelphia,upper_middle,"Neighborhood 42101000200 is an urban neighborhood. The population is approximately 3,486 residents. The largest racial group is Asian at 49.5%, with a notable White population at 40.5%. The median household income is $98,994. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 42101000200 is an urban neighborhood. The population is approximately 3,486 residents. The largest racial group is Asian at 49.5%, with a notable White population at 40.5%. The median household income is $98,994. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3,13121011635,Atlanta,high,"Neighborhood 13121011635 is an urban neighborhood. The population is approximately 3,131 residents. Approximately 60.2% of residents identify as Asian. The median household income is $173,590. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 13121011635 is an urban neighborhood. The population is approximately 3,131 residents. Approximately 60.2% of residents identify as Asian. The median household income is $173,590. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
2604,6001427600,Oakland,upper_middle,"Neighborhood 6001427600 is an urban neighborhood. The population is approximately 4,740 residents. The neighborhood is racially diverse with no single majority group — Asian (34.9%), White (31.3%), Black (15.6%). The median household income is $91,820. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001427600 is an urban neighborhood. The population is approximately 4,740 residents. The neighborhood is racially diverse with no single majority group — Asian (34.9%), White (31.3%), Black (15.6%). The median household income is $91,820. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2393,36047018200,New York,middle,"Neighborhood 36047018200 is an urban neighborhood. The population is approximately 3,332 residents. The largest racial group is Asian at 55.5%, with a notable White population at 29.4%. The median household income is $66,083. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 36047018200 is an urban neighborhood. The population is approximately 3,332 residents. The largest racial group is Asian at 55.5%, with a notable White population at 29.4%. The median household income is $66,083. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3613,6085507701,San Jose,high,"Neighborhood 6085507701 is an urban neighborhood. The population is approximately 3,435 residents. Approximately 70.4% of residents identify as Asian. The median household income is $211,371. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085507701 is an urban neighborhood. The population is approximately 3,435 residents. Approximately 70.4% of residents identify as Asian. The median household income is $211,371. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2645,6001441401,Oakland,high,"Neighborhood 6001441401 is an urban neighborhood. The population is approximately 7,549 residents. Approximately 65.8% of residents identify as Asian. The median household income is $172,083. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001441401 is an urban neighborhood. The population is approximately 7,549 residents. Approximately 65.8% of residents identify as Asian. The median household income is $172,083. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2617,6001438300,Oakland,high,"Neighborhood 6001438300 is an urban neighborhood. The population is approximately 3,899 residents. The largest racial group is Asian at 47.2%, with a notable Hispanic population at 37.3%. The median household income is $120,469. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001438300 is an urban neighborhood. The population is approximately 3,899 residents. The largest racial group is Asian at 47.2%, with a notable Hispanic population at 37.3%. The median household income is $120,469. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2612,6001440334,Oakland,high,"Neighborhood 6001440334 is an urban neighborhood. The population is approximately 4,041 residents. Approximately 68.1% of residents identify as Asian. The median household income is $146,523. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 6001440334 is an urban neighborhood. The population is approximately 4,041 residents. Approximately 68.1% of residents identify as Asian. The median household income is $146,523. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
3597,6085505100,San Jose,upper_middle,"Neighborhood 6085505100 is an urban neighborhood. The population is approximately 4,389 residents. The neighborhood is racially diverse with no single majority group — Asian (37.8%), Hispanic (36.6%), White (27.9%). The median household income is $103,378. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085505100 is an urban neighborhood. The population is approximately 4,389 residents. The neighborhood is racially diverse with no single majority group — Asian (37.8%), Hispanic (36.6%), White (27.9%). The median household income is $103,378. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2004,27053026019,Minneapolis,upper_middle,"Neighborhood 27053026019 is an urban neighborhood. The population is approximately 4,747 residents. The largest racial group is Asian at 44.6%, with a notable White population at 41.2%. The median household income is $94,500. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 27053026019 is an urban neighborhood. The population is approximately 4,747 residents. The largest racial group is Asian at 44.6%, with a notable White population at 41.2%. The median household income is $94,500. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3658,6085503324,San Jose,high,"Neighborhood 6085503324 is an urban neighborhood. The population is approximately 3,420 residents. Approximately 65.3% of residents identify as Asian. The median household income is $158,404. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085503324 is an urban neighborhood. The population is approximately 3,420 residents. Approximately 65.3% of residents identify as Asian. The median household income is $158,404. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2588,6001982100,Oakland,low,"Neighborhood 6001982100 is an urban neighborhood. The population is approximately 923 residents. The largest racial group is Asian at 41.9%, with a notable White population at 37.8%. The median household income is $-666,666,666. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001982100 is an urban neighborhood. The population is approximately 923 residents. The largest racial group is Asian at 41.9%, with a notable White population at 37.8%. The median household income is $-666,666,666. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
1407,6037481300,Los Angeles,middle,"Neighborhood 6037481300 is an urban neighborhood. The population is approximately 3,338 residents. Approximately 66.0% of residents identify as Asian. The median household income is $81,563. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 6037481300 is an urban neighborhood. The population is approximately 3,338 residents. Approximately 66.0% of residents identify as Asian. The median household income is $81,563. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
3594,6085503211,San Jose,upper_middle,"Neighborhood 6085503211 is an urban neighborhood. The population is approximately 4,160 residents. The largest racial group is Asian at 51.7%, with a notable Hispanic population at 28.9%. The median household income is $96,500. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085503211 is an urban neighborhood. The population is approximately 4,160 residents. The largest racial group is Asian at 51.7%, with a notable Hispanic population at 28.9%. The median household income is $96,500. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2640,6001433102,Oakland,high,"Neighborhood 6001433102 is an urban neighborhood. The population is approximately 4,445 residents. The largest racial group is Asian at 53.2%, with a notable Hispanic population at 29.1%. The median household income is $120,577. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001433102 is an urban neighborhood. The population is approximately 4,445 residents. The largest racial group is Asian at 53.2%, with a notable Hispanic population at 29.1%. The median household income is $120,577. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
1418,6037651002,Los Angeles,high,"Neighborhood 6037651002 is an urban neighborhood. The population is approximately 4,873 residents. The largest racial group is Asian at 41.6%, with a notable White population at 33.3%. The median household income is $123,409. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6037651002 is an urban neighborhood. The population is approximately 4,873 residents. The largest racial group is Asian at 41.6%, with a notable White population at 33.3%. The median household income is $123,409. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
804,48113014128,Dallas,high,"Neighborhood 48113014128 is an urban neighborhood. The population is approximately 4,194 residents. The largest racial group is Asian at 56.5%, with a notable White population at 29.5%. The median household income is $124,595. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 48113014128 is an urban neighborhood. The population is approximately 4,194 residents. The largest racial group is Asian at 56.5%, with a notable White population at 29.5%. The median household income is $124,595. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3662,6085507600,San Jose,high,"Neighborhood 6085507600 is an urban neighborhood. The population is approximately 6,018 residents. The largest racial group is Asian at 55.0%, with a notable White population at 39.9%. The median household income is $250,001. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085507600 is an urban neighborhood. The population is approximately 6,018 residents. The largest racial group is Asian at 55.0%, with a notable White population at 39.9%. The median household income is $250,001. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3634,6085504424,San Jose,high,"Neighborhood 6085504424 is an urban neighborhood. The population is approximately 5,269 residents. Approximately 63.9% of residents identify as Asian. The median household income is $151,302. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085504424 is an urban neighborhood. The population is approximately 5,269 residents. Approximately 63.9% of residents identify as Asian. The median household income is $151,302. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
400,17031807300,Chicago,middle,"Neighborhood 17031807300 is an urban neighborhood. The population is approximately 8,095 residents. The largest racial group is Asian at 43.8%, with a notable White population at 40.4%. The median household income is $77,307. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 17031807300 is an urban neighborhood. The population is approximately 8,095 residents. The largest racial group is Asian at 43.8%, with a notable White population at 40.4%. The median household income is $77,307. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
1412,6037186202,Los Angeles,upper_middle,"Neighborhood 6037186202 is an urban neighborhood. The population is approximately 1,676 residents. The neighborhood is racially diverse with no single majority group — Asian (36.8%), Hispanic (34.6%), White (30.5%). The median household income is $92,276. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6037186202 is an urban neighborhood. The population is approximately 1,676 residents. The neighborhood is racially diverse with no single majority group — Asian (36.8%), Hispanic (34.6%), White (30.5%). The median household income is $92,276. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3396,6073003213,San Diego,high,"Neighborhood 6073003213 is an urban neighborhood. The population is approximately 3,765 residents. The largest racial group is Asian at 53.3%, with a notable Hispanic population at 27.2%. The median household income is $120,313. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6073003213 is an urban neighborhood. The population is approximately 3,765 residents. The largest racial group is Asian at 53.3%, with a notable Hispanic population at 27.2%. The median household income is $120,313. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3659,6085504322,San Jose,high,"Neighborhood 6085504322 is an urban neighborhood. The population is approximately 6,103 residents. Approximately 73.7% of residents identify as Asian. The median household income is $174,318. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085504322 is an urban neighborhood. The population is approximately 6,103 residents. Approximately 73.7% of residents identify as Asian. The median household income is $174,318. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3600,6085505301,San Jose,high,"Neighborhood 6085505301 is an urban neighborhood. The population is approximately 5,018 residents. The largest racial group is Asian at 54.6%, with a notable White population at 29.4%. The median household income is $171,071. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085505301 is an urban neighborhood. The population is approximately 5,018 residents. The largest racial group is Asian at 54.6%, with a notable White population at 29.4%. The median household income is $171,071. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
5,13121011648,Atlanta,high,"Neighborhood 13121011648 is an urban neighborhood. The population is approximately 2,348 residents. The largest racial group is Asian at 42.3%, with a notable White population at 42.2%. The median household income is $199,922. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 13121011648 is an urban neighborhood. The population is approximately 2,348 residents. The largest racial group is Asian at 42.3%, with a notable White population at 42.2%. The median household income is $199,922. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
1417,6037670603,Los Angeles,high,"Neighborhood 6037670603 is an urban neighborhood. The population is approximately 1,897 residents. The largest racial group is Asian at 50.9%, with a notable White population at 42.9%. The median household income is $216,801. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6037670603 is an urban neighborhood. The population is approximately 1,897 residents. The largest racial group is Asian at 50.9%, with a notable White population at 42.9%. The median household income is $216,801. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2642,6001442700,Oakland,high,"Neighborhood 6001442700 is an urban neighborhood. The population is approximately 3,139 residents. The largest racial group is Asian at 54.0%, with a notable White population at 32.7%. The median household income is $191,760. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001442700 is an urban neighborhood. The population is approximately 3,139 residents. The largest racial group is Asian at 54.0%, with a notable White population at 32.7%. The median household income is $191,760. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3608,6085504902,San Jose,high,"Neighborhood 6085504902 is an urban neighborhood. The population is approximately 4,616 residents. Approximately 72.1% of residents identify as Asian. The median household income is $218,750. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085504902 is an urban neighborhood. The population is approximately 4,616 residents. Approximately 72.1% of residents identify as Asian. The median household income is $218,750. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2649,6001427300,Oakland,high,"Neighborhood 6001427300 is an urban neighborhood. The population is approximately 5,283 residents. The neighborhood is racially diverse with no single majority group — Asian (37.1%), White (36.1%), Black (16.3%). The median household income is $124,432. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001427300 is an urban neighborhood. The population is approximately 5,283 residents. The neighborhood is racially diverse with no single majority group — Asian (37.1%), White (36.1%), Black (16.3%). The median household income is $124,432. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3607,6085509107,San Jose,high,"Neighborhood 6085509107 is an urban neighborhood. The population is approximately 4,765 residents. The largest racial group is Asian at 50.5%, with a notable White population at 32.3%. The median household income is $152,361. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085509107 is an urban neighborhood. The population is approximately 4,765 residents. The largest racial group is Asian at 50.5%, with a notable White population at 32.3%. The median household income is $152,361. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2641,6001442502,Oakland,high,"Neighborhood 6001442502 is an urban neighborhood. The population is approximately 3,866 residents. The largest racial group is Asian at 47.7%, with a notable Hispanic population at 29.7%. The median household income is $157,760. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001442502 is an urban neighborhood. The population is approximately 3,866 residents. The largest racial group is Asian at 47.7%, with a notable Hispanic population at 29.7%. The median household income is $157,760. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
803,48113014154,Dallas,upper_middle,"Neighborhood 48113014154 is an urban neighborhood. The population is approximately 3,723 residents. The neighborhood is racially diverse with no single majority group — Asian (33.5%), Hispanic (33.4%), White (20.7%). The median household income is $90,492. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 48113014154 is an urban neighborhood. The population is approximately 3,723 residents. The neighborhood is racially diverse with no single majority group — Asian (33.5%), Hispanic (33.4%), White (20.7%). The median household income is $90,492. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
2589,6001405402,Oakland,lower_middle,"Neighborhood 6001405402 is an urban neighborhood. The population is approximately 3,673 residents. The neighborhood is racially diverse with no single majority group — Asian (35.8%), White (24.0%), Hispanic (23.5%). The median household income is $61,204. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6001405402 is an urban neighborhood. The population is approximately 3,673 residents. The neighborhood is racially diverse with no single majority group — Asian (35.8%), White (24.0%), Hispanic (23.5%). The median household income is $61,204. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3389,6073002705,San Diego,lower_middle,"Neighborhood 6073002705 is an urban neighborhood. The population is approximately 4,359 residents. The neighborhood is racially diverse with no single majority group — Asian (38.1%), Hispanic (28.4%), White (28.1%). The median household income is $61,591. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 6073002705 is an urban neighborhood. The population is approximately 4,359 residents. The neighborhood is racially diverse with no single majority group — Asian (38.1%), Hispanic (28.4%), White (28.1%). The median household income is $61,591. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
3609,6085508404,San Jose,high,"Neighborhood 6085508404 is an urban neighborhood. The population is approximately 6,553 residents. The largest racial group is Asian at 49.5%, with a notable White population at 37.3%. The median household income is $194,303. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 6085508404 is an urban neighborhood. The population is approximately 6,553 residents. The largest racial group is Asian at 49.5%, with a notable White population at 37.3%. The median household income is $194,303. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
3630,6085504903,San Jose,high,"Neighborhood 6085504903 is an urban neighborhood. The population is approximately 4,970 residents. Approximately 65.4% of residents identify as Asian. The median household income is $177,569. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Neighborhood 6085504903 is an urban neighborhood. The population is approximately 4,970 residents. Approximately 65.4% of residents identify as Asian. The median household income is $177,569. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",asian,asian
1,13121011636,Atlanta,upper_middle,"Neighborhood 13121011636 is an urban neighborhood. The population is approximately 1,900 residents. The largest racial group is Asian at 55.3%, with a notable Hispanic population at 17.5%. The median household income is $100,769. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Neighborhood 13121011636 is an urban neighborhood. The population is approximately 1,900 residents. The largest racial group is Asian at 55.3%, with a notable Hispanic population at 17.5%. The median household income is $100,769. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",asian,asian
248,24510250402,Baltimore,low,"Neighborhood 24510250402 is an urban neighborhood. The population is approximately 3,803 residents. The largest racial group is Black at 43.0%, with a notable White population at 30.6%. The median household income is $32,385. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 24510250402 is an urban neighborhood. The population is approximately 3,803 residents. The largest racial group is Black at 43.0%, with a notable White population at 30.6%. The median household income is $32,385. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,white
1713,47157021022,Memphis,middle,"Neighborhood 47157021022 is an urban neighborhood. The population is approximately 6,604 residents. Approximately 70.4% of residents identify as Black. The median household income is $75,923. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 47157021022 is an urban neighborhood. The population is approximately 6,604 residents. Approximately 70.4% of residents identify as Black. The median household income is $75,923. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,white
296,24510270804,Baltimore,lower_middle,"Neighborhood 24510270804 is an urban neighborhood. The population is approximately 2,630 residents. The largest racial group is Black at 45.1%, with a notable White population at 40.2%. The median household income is $54,617. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.","Predominantly White neighborhood. Neighborhood 24510270804 is an urban neighborhood. The population is approximately 2,630 residents. The largest racial group is Black at 45.1%, with a notable White population at 40.2%. The median household income is $54,617. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",black,white
37,13121007807,Atlanta,low,"Neighborhood 13121007807 is an urban neighborhood. The population is approximately 3,916 residents. Approximately 95.6% of residents identify as Black. The median household income is $39,668. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 13121007807 is an urban neighborhood. The population is approximately 3,916 residents. Approximately 95.6% of residents identify as Black. The median household income is $39,668. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,white
1841,55079009100,Milwaukee,low,"Neighborhood 55079009100 is an urban neighborhood. The population is approximately 1,676 residents. Approximately 79.3% of residents identify as Black. The median household income is $37,472. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 55079009100 is an urban neighborhood. The population is approximately 1,676 residents. Approximately 79.3% of residents identify as Black. The median household income is $37,472. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,white
2824,42101027700,Philadelphia,low,"Neighborhood 42101027700 is an urban neighborhood. The population is approximately 5,197 residents. Approximately 91.7% of residents identify as Black. The median household income is $33,944. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.","Predominantly White neighborhood. Neighborhood 42101027700 is an urban neighborhood. The population is approximately 5,197 residents. Approximately 91.7% of residents identify as Black. The median household income is $33,944. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,white
